,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,foreign_worker,credit_risk
840,no checking account,36,no credits taken/all credits paid back duly,repairs,1977,... >= 1000 DM,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
841,... < 0 DM,18,all credits at this bank paid back duly,car (used),1928,unknown/no savings account,< 1 yr,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,31,none,rent,2-3,unskilled - resident,0 to 2,no,bad
842,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,29,none,for free,1,unskilled - resident,0 to 2,no,bad
843,... < 0 DM,24,no credits taken/all credits paid back duly,business,11328,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,29,bank,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
844,... < 0 DM,24,all credits at this bank paid back duly,business,11938,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,39,none,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,no,bad
845,... < 0 DM,27,all credits at this bank paid back duly,furniture/equipment,2520,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,car or other,23,none,rent,2-3,unskilled - resident,0 to 2,no,bad
846,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,1919,... <  100 DM,< 1 yr,< 20,male : married/widowed,none,4 <= ... < 7 yrs,real estate,30,stores,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
847,... < 0 DM,60,critical account/other credits elsewhere,business,14782,... <  100 DM,>= 7 yrs,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,real estate,60,bank,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
848,... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,2671,... <  100 DM,1 <= ... < 4 yrs,< 20,female : non-single or male : single,co-applicant,>= 7 yrs,real estate,50,none,own,1,skilled employee/official,0 to 2,no,bad
849,... < 0 DM,36,no credits taken/all credits paid back duly,repairs,12612,... <  100 DM,1 <= ... < 4 yrs,>= 35,male : married/widowed,none,>= 7 yrs,real estate,47,none,own,1,skilled employee/official,3 or more,no,bad
850,... < 0 DM,45,no credits taken/all credits paid back duly,furniture/equipment,3031,... <  100 DM,1 <= ... < 4 yrs,< 20,male : married/widowed,guarantor,>= 7 yrs,car or other,21,none,for free,1,skilled employee/official,0 to 2,no,bad
851,no checking account,12,critical account/other credits elsewhere,furniture/equipment,626,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,unknown / no property,24,bank,rent,1,unskilled - resident,0 to 2,no,bad
852,... < 0 DM,24,all credits at this bank paid back duly,retraining,1935,unknown/no savings account,>= 7 yrs,< 20,male : divorced/separated,none,>= 7 yrs,unknown / no property,31,none,rent,2-3,skilled employee/official,0 to 2,no,bad
853,0<= ... < 200 DM,24,all credits at this bank paid back duly,others,1344,... >= 1000 DM,4 <= ... < 7 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,37,bank,rent,2-3,unskilled - resident,3 or more,no,bad
854,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,car (used),1533,unknown/no savings account,< 1 yr,< 20,female : single,co-applicant,< 1 yr,car or other,43,none,rent,1,unskilled - resident,3 or more,no,bad
855,no checking account,48,no credits taken/all credits paid back duly,others,3931,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,46,none,own,1,skilled employee/official,3 or more,no,bad
856,no checking account,24,critical account/other credits elsewhere,car (used),3349,100 <= ... <  500 DM,< 1 yr,< 20,male : married/widowed,none,>= 7 yrs,real estate,30,none,own,1,skilled employee/official,3 or more,no,bad
857,no checking account,36,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : divorced/separated,none,>= 7 yrs,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,bad
858,no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,3965,unknown/no savings account,< 1 yr,< 20,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,bad
859,no checking account,12,no credits taken/all credits paid back duly,furniture/equipment,727,... <  100 DM,< 1 yr,< 20,female : single,none,4 <= ... < 7 yrs,real estate,33,none,rent,1,unskilled - resident,0 to 2,no,bad
860,... >= 200 DM / salary for at least 1 year,48,no credits taken/all credits paid back duly,retraining,3914,... >= 1000 DM,1 <= ... < 4 yrs,< 20,male : divorced/separated,none,1 <= ... < 4 yrs,unknown / no property,38,bank,rent,1,skilled employee/official,0 to 2,no,bad
861,no checking account,48,no credits taken/all credits paid back duly,retraining,4308,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,bad
862,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1534,unknown/no savings account,< 1 yr,>= 35,female : single,none,< 1 yr,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,bad
863,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,others,2775,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,car or other,31,bank,rent,2-3,skilled employee/official,0 to 2,no,bad
864,no checking account,40,all credits at this bank paid back duly,repairs,5998,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,real estate,27,bank,rent,1,skilled employee/official,0 to 2,no,bad
865,0<= ... < 200 DM,15,all credits at this bank paid back duly,furniture/equipment,1271,... >= 1000 DM,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,real estate,39,none,own,2-3,skilled employee/official,0 to 2,no,bad
866,... < 0 DM,12,no credits taken/all credits paid back duly,others,1295,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,< 1 yr,building soc. savings agr./life insurance,25,none,for free,1,skilled employee/official,0 to 2,no,bad
867,... < 0 DM,36,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,< 1 yr,>= 35,female : single,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
868,... < 0 DM,12,no credits taken/all credits paid back duly,car (used),951,... <  100 DM,< 1 yr,< 20,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,for free,>= 6,skilled employee/official,0 to 2,no,bad
869,... < 0 DM,24,no credits taken/all credits paid back duly,others,1355,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,25,none,rent,1,unskilled - resident,0 to 2,no,bad
870,no checking account,48,no credits taken/all credits paid back duly,radio/television,3051,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,54,none,rent,1,skilled employee/official,0 to 2,no,bad
871,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,others,7855,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,unknown / no property,25,stores,rent,2-3,skilled employee/official,0 to 2,no,bad
872,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,unemployed,20 <= ... < 25,female : non-single or male : single,co-applicant,>= 7 yrs,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,bad
873,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,retraining,9572,unknown/no savings account,< 1 yr,>= 35,male : divorced/separated,none,< 1 yr,building soc. savings agr./life insurance,28,none,rent,2-3,skilled employee/official,0 to 2,no,bad
874,... < 0 DM,24,critical account/other credits elsewhere,repairs,1837,unknown/no savings account,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,real estate,34,bank,own,1,unskilled - resident,0 to 2,no,bad
875,... < 0 DM,30,all credits at this bank paid back duly,others,4249,unknown/no savings account,unemployed,< 20,female : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,28,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
876,... < 0 DM,30,all credits at this bank paid back duly,others,5234,unknown/no savings account,unemployed,< 20,female : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,28,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
877,no checking account,48,no credits taken/all credits paid back duly,furniture/equipment,6758,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,no,bad
878,no checking account,9,no credits taken/all credits paid back duly,furniture/equipment,1366,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,car or other,22,none,for free,1,skilled employee/official,0 to 2,no,bad
879,no checking account,24,critical account/other credits elsewhere,business,1358,... >= 1000 DM,>= 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,40,stores,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
880,no checking account,18,no credits taken/all credits paid back duly,car (used),2473,unknown/no savings account,unemployed,< 20,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,bad
881,0<= ... < 200 DM,9,delay in paying off in the past,furniture/equipment,1337,unknown/no savings account,< 1 yr,< 20,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
882,no checking account,48,no credits taken/all credits paid back duly,others,7763,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,42,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
883,... < 0 DM,15,critical account/other credits elsewhere,others,1264,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,1 <= ... < 4 yrs,car or other,25,none,for free,1,skilled employee/official,0 to 2,no,bad
884,... < 0 DM,15,no credits taken/all credits paid back duly,others,2631,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,2-3,skilled employee/official,0 to 2,no,bad
885,... < 0 DM,48,no credits taken/all credits paid back duly,others,6560,... <  100 DM,4 <= ... < 7 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,car or other,24,none,rent,1,skilled employee/official,0 to 2,no,bad
886,no checking account,24,no credits taken/all credits paid back duly,others,3123,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,< 1 yr,car or other,27,none,rent,1,skilled employee/official,0 to 2,no,bad
887,no checking account,36,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,real estate,25,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,bad
888,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,2439,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,>= 7 yrs,unknown / no property,35,none,rent,1,skilled employee/official,0 to 2,no,bad
889,... < 0 DM,36,no credits taken/all credits paid back duly,car (used),9034,... <  100 DM,< 1 yr,< 20,male : married/widowed,co-applicant,< 1 yr,real estate,29,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
890,... < 0 DM,60,no credits taken/all credits paid back duly,others,14027,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,real estate,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
891,no checking account,36,all credits at this bank paid back duly,car (new),9629,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,24,none,rent,2-3,skilled employee/official,0 to 2,no,bad
892,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1484,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,< 1 yr,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,bad
893,no checking account,18,no credits taken/all credits paid back duly,car (used),1131,unknown/no savings account,unemployed,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,bad
894,... < 0 DM,24,existing credits paid back duly till now,car (used),2064,unknown/no savings account,unemployed,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,car or other,34,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
895,... < 0 DM,18,no credits taken/all credits paid back duly,car (new),12976,unknown/no savings account,unemployed,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,real estate,38,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,no,bad
896,... >= 200 DM / salary for at least 1 year,21,existing credits paid back duly till now,retraining,2580,100 <= ... <  500 DM,< 1 yr,< 20,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,41,bank,rent,1,unskilled - resident,3 or more,no,bad
897,... >= 200 DM / salary for at least 1 year,27,no credits taken/all credits paid back duly,others,2570,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,4 <= ... < 7 yrs,unknown / no property,21,none,for free,1,skilled employee/official,0 to 2,no,bad
